L,N,seed,walk,first_passage_time
16,4096,98,1,82621
16,4096,98,2,99229
16,4096,98,3,4245
16,4096,98,4,291979
16,4096,98,5,120922
16,4096,98,6,3567
16,4096,98,7,30595
16,4096,98,8,26775
16,4096,98,9,130229
16,4096,98,10,319709
16,4096,98,11,13470
16,4096,98,12,32850
16,4096,98,13,55805
16,4096,98,14,98476
16,4096,98,15,59824
16,4096,98,16,89251
16,4096,98,17,59448
16,4096,98,18,67621
16,4096,98,19,19076
16,4096,98,20,13825
16,4096,98,21,163134
16,4096,98,22,382983
16,4096,98,23,98750
16,4096,98,24,18608
16,4096,98,25,181807
16,4096,98,26,107047
16,4096,98,27,238859
16,4096,98,28,127631
16,4096,98,29,64454
16,4096,98,30,199024
16,4096,98,31,38879
16,4096,98,32,225894
16,4096,98,33,10654
16,4096,98,34,85438
16,4096,98,35,49619
16,4096,98,36,13855
16,4096,98,37,74093
16,4096,98,38,158652
16,4096,98,39,121237
16,4096,98,40,111044
16,4096,98,41,32873
16,4096,98,42,18851
16,4096,98,43,121014
16,4096,98,44,240382
16,4096,98,45,46120
16,4096,98,46,83334
16,4096,98,47,24036
16,4096,98,48,61720
16,4096,98,49,80418
16,4096,99,0,23838
16,4096,99,1,9315
16,4096,99,2,17622
16,4096,99,3,57213
16,4096,99,4,61165
16,4096,99,5,53233
16,4096,99,6,59487
16,4096,99,7,45874
16,4096,99,8,105035
16,4096,99,9,154385
16,4096,99,10,26522
16,4096,99,11,40922
16,4096,99,12,270185
16,4096,99,13,58747
16,4096,99,14,107608
16,4096,99,15,37271
16,4096,99,16,8671
16,4096,99,17,115665
16,4096,99,18,22539
16,4096,99,19,17807
16,4096,99,20,76904
16,4096,99,21,34419
16,4096,99,22,81448
16,4096,99,23,3706
16,4096,99,24,15985
16,4096,99,25,91122
16,4096,99,26,25567
16,4096,99,27,71540
16,4096,99,28,20124
16,4096,99,29,14672
16,4096,99,30,90812
16,4096,99,31,83697
16,4096,99,32,182581
16,4096,99,33,213516
16,4096,99,34,26714
16,4096,99,35,70217
16,4096,99,36,48735
16,4096,99,37,65164
16,4096,99,38,64160
16,4096,99,39,5393
16,4096,99,40,10372
16,4096,99,41,94853
16,4096,99,42,95679
16,4096,99,43,93121
16,4096,99,44,86446
16,4096,99,45,144269
16,4096,99,46,28092
16,4096,99,47,52144
16,4096,99,48,89896
16,4096,99,49,50285
16,4096,100,0,112608
16,4096,100,1,61905
16,4096,100,2,18687
16,4096,100,3,66193
16,4096,100,4,54610
16,4096,100,5,134958
16,4096,100,6,30296
16,4096,100,7,16536
16,4096,100,8,8248
16,4096,100,9,83415
16,4096,100,10,64661
16,4096,100,11,175305
16,4096,100,12,93793
16,4096,100,13,4646
16,4096,100,14,75758
16,4096,100,15,27442
16,4096,100,16,31050
16,4096,100,17,26492
16,4096,100,18,56776
16,4096,100,19,43697
16,4096,100,20,15896
16,4096,100,21,20273
16,4096,100,22,53639
16,4096,100,23,14722
16,4096,100,24,73801
16,4096,100,25,30144
16,4096,100,26,139679
16,4096,100,27,96531
16,4096,100,28,44439
16,4096,100,29,16845
16,4096,100,30,88502
16,4096,100,31,105963
16,4096,100,32,93747
16,4096,100,33,83471
16,4096,100,34,40172
16,4096,100,35,29847
16,4096,100,36,1822
16,4096,100,37,57061
16,4096,100,38,75990
16,4096,100,39,223609
16,4096,100,40,1221
16,4096,100,41,2280
16,4096,100,42,83947
16,4096,100,43,39234
16,4096,100,44,103131
16,4096,100,45,31816
16,4096,100,46,17106
16,4096,100,47,12416
16,4096,100,48,201129
16,4096,100,49,58562
16,4096,101,0,206989
16,4096,101,1,22568
16,4096,101,2,82162
16,4096,101,3,125800
16,4096,101,4,123205
16,4096,101,5,8063
16,4096,101,6,52726
16,4096,101,7,68883
16,4096,101,8,30720
16,4096,101,9,71134
16,4096,101,10,193205
16,4096,101,11,4242
16,4096,101,12,3529
16,4096,101,13,22752
16,4096,101,14,3785
16,4096,101,15,531926
16,4096,101,16,116820
16,4096,101,17,173860
16,4096,101,18,125259
16,4096,101,19,16353
16,4096,101,20,85391
16,4096,101,21,104800
16,4096,101,22,11566
16,4096,101,23,15571
16,4096,101,24,18978
16,4096,101,25,185908
16,4096,101,26,14536
16,4096,101,27,107258
16,4096,101,28,103118
16,4096,101,29,11685
16,4096,101,30,241147
16,4096,101,31,22496
16,4096,101,32,36394
16,4096,101,33,208930
16,4096,101,34,57301
16,4096,101,35,32516
16,4096,101,36,77495
16,4096,101,37,102893
16,4096,101,38,40743
16,4096,101,39,17923
16,4096,101,40,272306
16,4096,101,41,153889
16,4096,101,42,26949
16,4096,101,43,68885
16,4096,101,44,30847
16,4096,101,45,3214
16,4096,101,46,173229
16,4096,101,47,19790
16,4096,101,48,37975
16,4096,101,49,171109
16,4096,102,0,322388
16,4096,102,1,22376
16,4096,102,2,108570
16,4096,102,3,34886
16,4096,102,4,966
16,4096,102,5,9399
16,4096,102,6,17485
16,4096,102,7,191033
16,4096,102,8,8230
16,4096,102,9,80521
16,4096,102,10,21399
16,4096,102,11,50777
16,4096,102,12,22098
16,4096,102,13,45318
16,4096,102,14,97886
16,4096,102,15,28563
16,4096,102,16,36675
16,4096,102,17,161292
16,4096,102,18,35748
16,4096,102,19,224224
16,4096,102,20,40200
16,4096,102,21,27301
16,4096,102,22,27408
16,4096,102,23,74856
16,4096,102,24,47212
16,4096,102,25,55129
16,4096,102,26,240065
16,4096,102,27,22842
16,4096,102,28,66137
16,4096,102,29,62782
16,4096,102,30,62135
16,4096,102,31,112331
16,4096,102,32,8603
16,4096,102,33,20846
16,4096,102,34,66870
16,4096,102,35,85312
16,4096,102,36,73767
16,4096,102,37,23894
16,4096,102,38,12867
16,4096,102,39,39699
16,4096,102,40,5021
16,4096,102,41,23619
16,4096,102,42,125704
16,4096,102,43,29885
16,4096,102,44,57468
16,4096,102,45,47401
16,4096,102,46,26749
16,4096,102,47,196458
16,4096,102,48,30571
16,4096,102,49,90484
16,4096,103,0,157758
16,4096,103,1,127239
16,4096,103,2,63812
16,4096,103,3,8121
16,4096,103,4,107459
16,4096,103,5,127937
16,4096,103,6,18361
16,4096,103,7,45737
16,4096,103,8,172149
16,4096,103,9,39703
16,4096,103,10,44727
16,4096,103,11,145443
16,4096,103,12,16871
16,4096,103,13,18037
16,4096,103,14,8395
16,4096,103,15,13924
16,4096,103,16,14282
16,4096,103,17,149130
16,4096,103,18,68875
16,4096,103,19,7931
16,4096,103,20,202556
16,4096,103,21,348423
16,4096,103,22,7368
16,4096,103,23,73881
16,4096,103,24,53623
16,4096,103,25,191695
16,4096,103,26,41106
16,4096,103,27,43911
16,4096,103,28,140238
16,4096,103,29,45262
16,4096,103,30,251962
16,4096,103,31,104243
16,4096,103,32,59960
16,4096,103,33,91969
16,4096,103,34,40075
16,4096,103,35,284727
16,4096,103,36,10408
16,4096,103,37,48110
16,4096,103,38,17465
16,4096,103,39,75121
16,4096,103,40,39604
16,4096,103,41,9030
16,4096,103,42,49383
16,4096,103,43,52366
16,4096,103,44,4431
16,4096,103,45,131394
16,4096,103,46,159563
16,4096,103,47,4323
16,4096,103,48,131265
16,4096,103,49,74296
16,4096,104,0,25847
16,4096,104,1,6262
16,4096,104,2,2451
16,4096,104,3,59705
16,4096,104,4,131337
16,4096,104,5,41794
16,4096,104,6,38040
16,4096,104,7,52711
16,4096,104,8,5911
16,4096,104,9,108169
16,4096,104,10,180568
16,4096,104,11,172842
16,4096,104,12,91412
16,4096,104,13,104409
16,4096,104,14,4434
16,4096,104,15,138314
16,4096,104,16,125251
16,4096,104,17,25226
16,4096,104,18,123461
16,4096,104,19,51420
16,4096,104,20,85799
16,4096,104,21,37633
16,4096,104,22,34845
16,4096,104,23,194772
16,4096,104,24,28975
16,4096,104,25,7324
16,4096,104,26,115443
16,4096,104,27,70068
16,4096,104,28,169730
16,4096,104,29,51336
16,4096,104,30,14804
16,4096,104,31,50922
16,4096,104,32,14153
16,4096,104,33,68000
16,4096,104,34,573869
16,4096,104,35,245163
16,4096,104,36,2699
16,4096,104,37,12930
16,4096,104,38,19644
16,4096,104,39,12908
16,4096,104,40,32346
16,4096,104,41,33570
16,4096,104,42,104695
16,4096,104,43,100338
16,4096,104,44,47837
16,4096,104,45,9720
16,4096,104,46,73546
16,4096,104,47,80863
16,4096,104,48,50466
16,4096,104,49,15944
16,4096,105,0,2258
16,4096,105,1,131949
16,4096,105,2,36762
16,4096,105,3,155485
16,4096,105,4,187044
16,4096,105,5,3172
16,4096,105,6,74111
16,4096,105,7,63166
16,4096,105,8,87143
16,4096,105,9,11102
16,4096,105,10,93123
16,4096,105,11,24412
16,4096,105,12,54094
16,4096,105,13,186082
16,4096,105,14,87201
16,4096,105,15,141572
16,4096,105,16,651771
16,4096,105,17,183182
16,4096,105,18,78862
16,4096,105,19,138199
16,4096,105,20,42683
16,4096,105,21,27137
16,4096,105,22,3097
16,4096,105,23,20729
16,4096,105,24,2426
16,4096,105,25,82466
16,4096,105,26,27415
16,4096,105,27,67581
16,4096,105,28,70881
16,4096,105,29,55917
16,4096,105,30,8960
16,4096,105,31,5194
16,4096,105,32,84351
16,4096,105,33,271215
16,4096,105,34,42187
16,4096,105,35,19586
16,4096,105,36,12314
16,4096,105,37,417494
16,4096,105,38,181887
16,4096,105,39,22927
16,4096,105,40,17933
16,4096,105,41,8178
16,4096,105,42,70844
16,4096,105,43,70723
16,4096,105,44,60563
16,4096,105,45,31838
16,4096,105,46,229695
16,4096,105,47,304331
16,4096,105,48,17371
16,4096,105,49,18884
18,5832,106,0,7248
18,5832,106,1,53044
18,5832,106,2,14781
18,5832,106,3,86901
18,5832,106,4,106267
18,5832,106,5,28559
18,5832,106,6,150914
18,5832,106,7,189144
18,5832,106,8,8626
18,5832,106,9,55036
18,5832,106,10,50410
18,5832,106,11,7132
18,5832,106,12,10202
18,5832,106,13,36907
18,5832,106,14,67887
18,5832,106,15,104551
18,5832,106,16,41289
18,5832,106,17,112062
18,5832,106,18,144376
18,5832,106,19,16089
18,5832,106,20,122788
18,5832,106,21,147439
18,5832,106,22,54905
18,5832,106,23,11969
18,5832,106,24,268265
18,5832,106,25,15328
18,5832,106,26,43595
18,5832,106,27,105592
18,5832,106,28,4322
18,5832,106,29,50652
18,5832,106,30,91429
18,5832,106,31,9083
18,5832,106,32,194927
18,5832,106,33,374444
18,5832,106,34,93230
18,5832,106,35,56268
18,5832,106,36,17405
18,5832,106,37,111856
18,5832,106,38,137000
18,5832,106,39,119187
18,5832,106,40,94320
18,5832,106,41,113444
18,5832,106,42,105408
18,5832,106,43,11379
18,5832,106,44,38761
18,5832,106,45,16911
18,5832,106,46,151453
18,5832,106,47,46414
18,5832,106,48,69888
18,5832,106,49,103938
18,5832,107,0,285358
18,5832,107,1,22069
18,5832,107,2,67263
18,5832,107,3,24808
18,5832,107,4,82538
18,5832,107,5,263130
18,5832,107,6,181882
18,5832,107,7,336238
18,5832,107,8,64547
18,5832,107,9,107263
18,5832,107,10,165272
18,5832,107,11,270581
18,5832,107,12,384316
18,5832,107,13,88168
18,5832,107,14,139985
18,5832,107,15,21202
18,5832,107,16,524379
18,5832,107,17,519597
18,5832,107,18,122062
18,5832,107,19,14194
18,5832,107,20,13153
18,5832,107,21,226445
18,5832,107,22,123626
18,5832,107,23,49161
18,5832,107,24,75491
18,5832,107,25,44210
18,5832,107,26,145362
18,5832,107,27,3916
18,5832,107,28,70523
18,5832,107,29,12400
18,5832,107,30,11794
18,5832,107,31,448661
18,5832,107,32,295726
18,5832,107,33,204219
18,5832,107,34,114711
18,5832,107,35,68841
18,5832,107,36,57035
18,5832,107,37,31507
18,5832,107,38,77833
18,5832,107,39,139303
18,5832,107,40,91767
18,5832,107,41,243871
18,5832,107,42,184227
18,5832,107,43,7586
18,5832,107,44,174618
18,5832,107,45,95378
18,5832,107,46,270565
18,5832,107,47,103353
18,5832,107,48,75519
18,5832,107,49,39600
18,5832,108,0,28090
18,5832,108,1,30739
18,5832,108,2,10539
18,5832,108,3,23414
18,5832,108,4,172760
18,5832,108,5,108731
18,5832,108,6,4687
18,5832,108,7,55156
18,5832,108,8,74503
18,5832,108,9,20232
18,5832,108,10,30149
18,5832,108,11,114040
18,5832,108,12,43932
18,5832,108,13,49851
18,5832,108,14,134816
18,5832,108,15,96130
18,5832,108,16,20355
18,5832,108,17,2259
18,5832,108,18,68005
18,5832,108,19,9545
18,5832,108,20,75943
18,5832,108,21,4381
18,5832,108,22,243091
18,5832,108,23,40477
18,5832,108,24,19713
18,5832,108,25,45100
18,5832,108,26,115301
18,5832,108,27,22746
18,5832,108,28,10529
18,5832,108,29,26952
18,5832,108,30,24174
18,5832,108,31,40834
18,5832,108,32,25943
18,5832,108,33,28653
18,5832,108,34,133278
18,5832,108,35,7658
18,5832,108,36,90808
18,5832,108,37,75853
18,5832,108,38,21899
18,5832,108,39,138686
18,5832,108,40,503378
18,5832,108,41,23036
18,5832,108,42,148045
18,5832,108,43,18825
18,5832,108,44,173053
18,5832,108,45,7335
18,5832,108,46,129038
18,5832,108,47,26318
18,5832,108,48,135835
18,5832,108,49,22531
18,5832,109,0,38678
18,5832,109,1,57678
18,5832,109,2,102837
18,5832,109,3,261285
18,5832,109,4,134780
18,5832,109,5,191257
18,5832,109,6,70378
18,5832,109,7,16431
18,5832,109,8,46478
18,5832,109,9,242963
18,5832,109,10,222448
18,5832,109,11,67545
18,5832,109,12,7451
18,5832,109,13,8966
18,5832,109,14,108148
18,5832,109,15,151469
18,5832,109,16,178061
18,5832,109,17,24525
18,5832,109,18,141105
18,5832,109,19,66998
18,5832,109,20,211271
18,5832,109,21,67421
18,5832,109,22,77311
18,5832,109,23,39185
18,5832,109,24,53869
18,5832,109,25,72845
18,5832,109,26,327847
18,5832,109,27,100756
18,5832,109,28,6445
18,5832,109,29,90765
18,5832,109,30,52774
18,5832,109,31,229245
18,5832,109,32,165277
18,5832,109,33,29001
18,5832,109,34,34454
18,5832,109,35,103213
18,5832,109,36,26335
18,5832,109,37,146400
18,5832,109,38,109808
18,5832,109,39,46232
18,5832,109,40,27802
18,5832,109,41,25490
18,5832,109,42,5890
18,5832,109,43,56749
18,5832,109,44,272875
18,5832,109,45,49579
18,5832,109,46,122690
18,5832,109,47,176237
18,5832,109,48,35962
18,5832,109,49,32787
18,5832,110,0,426985
18,5832,110,1,6087
18,5832,110,2,51499
18,5832,110,3,168655
18,5832,110,4,216156
18,5832,110,5,249195
18,5832,110,6,80637
18,5832,110,7,8885
18,5832,110,8,19520
18,5832,110,9,209525
18,5832,110,10,49024
18,5832,110,11,242567
18,5832,110,12,77679
18,5832,110,13,138699
18,5832,110,14,110577
18,5832,110,15,127605
18,5832,110,16,114760
18,5832,110,17,35284
18,5832,110,18,22067
18,5832,110,19,14880
18,5832,110,20,101407
18,5832,110,21,190728
18,5832,110,22,330944
18,5832,110,23,13339
18,5832,110,24,18745
18,5832,110,25,74342
18,5832,110,26,266353
18,5832,110,27,58475
18,5832,110,28,17617
18,5832,110,29,36300
18,5832,110,30,65564
18,5832,110,31,271818
18,5832,110,32,70616
18,5832,110,33,140320
18,5832,110,34,55095
18,5832,110,35,140696
18,5832,110,36,83404
18,5832,110,37,115304
18,5832,110,38,464257
18,5832,110,39,9800
18,5832,110,40,104549
18,5832,110,41,17549
18,5832,110,42,41196
18,5832,110,43,106031
18,5832,110,44,127885
18,5832,110,45,157349
18,5832,110,46,350797
18,5832,110,47,79123
18,5832,110,48,70452
18,5832,110,49,492361
18,5832,111,0,127662
18,5832,111,1,66128
18,5832,111,2,11735
18,5832,111,3,121125
18,5832,111,4,464997
18,5832,111,5,447341
18,5832,111,6,101599
18,5832,111,7,43321
18,5832,111,8,95778
18,5832,111,9,66031
18,5832,111,10,392350
18,5832,111,11,36210
18,5832,111,12,124733
18,5832,111,13,93759
18,5832,111,14,3475
18,5832,111,15,261826
18,5832,111,16,52957
18,5832,111,17,312208
18,5832,111,18,131004
18,5832,111,19,137486
18,5832,111,20,124336
18,5832,111,21,43272
18,5832,111,22,307375
18,5832,111,23,77848
18,5832,111,24,62156
18,5832,111,25,118136
18,5832,111,26,203717
18,5832,111,27,215323
18,5832,111,28,49729
18,5832,111,29,20132
18,5832,111,30,46969
18,5832,111,31,73956
18,5832,111,32,168054
18,5832,111,33,33661
18,5832,111,34,302965
18,5832,111,35,66822
18,5832,111,36,31589
18,5832,111,37,286498
18,5832,111,38,20720
18,5832,111,39,343998
18,5832,111,40,50147
18,5832,111,41,276047
18,5832,111,42,187597
18,5832,111,43,14372
18,5832,111,44,70386
18,5832,111,45,233211
18,5832,111,46,261831
18,5832,111,47,211889
18,5832,111,48,285475
18,5832,111,49,75142
18,5832,112,0,23759
18,5832,112,1,32929
18,5832,112,2,87619
18,5832,112,3,81387
18,5832,112,4,34412
18,5832,112,5,111648
18,5832,112,6,180266
18,5832,112,7,19379
18,5832,112,8,13750
18,5832,112,9,121729
18,5832,112,10,31640
18,5832,112,11,13483
18,5832,112,12,10525
18,5832,112,13,186656
18,5832,112,14,14997
18,5832,112,15,154076
18,5832,112,16,46997
18,5832,112,17,160431
18,5832,112,18,136580
18,5832,112,19,16968
18,5832,112,20,171794
18,5832,112,21,69911
18,5832,112,22,107682
18,5832,112,23,32108
18,5832,112,24,270266
18,5832,112,25,43714
18,5832,112,26,201709
18,5832,112,27,550813
18,5832,112,28,23211
18,5832,112,29,40308
18,5832,112,30,13577
18,5832,112,31,72365
18,5832,112,32,53048
18,5832,112,33,40420
18,5832,112,34,193631
18,5832,112,35,93284
18,5832,112,36,48309
18,5832,112,37,85783
18,5832,112,38,22035
18,5832,112,39,42854
18,5832,112,40,62738
18,5832,112,41,23235
18,5832,112,42,25680
18,5832,112,43,101252
18,5832,112,44,84136
18,5832,112,45,223882
18,5832,112,46,157352
18,5832,112,47,100463
18,5832,112,48,138356
18,5832,112,49,7872
18,5832,113,0,127533
18,5832,113,1,117811
18,5832,113,2,229541
18,5832,113,3,222404
18,5832,113,4,71950
18,5832,113,5,184040
18,5832,113,6,33588
18,5832,113,7,356310
18,5832,113,8,26085
18,5832,113,9,18271
18,5832,113,10,5708
18,5832,113,11,134564
18,5832,113,12,15666
18,5832,113,13,109667
18,5832,113,14,111551
18,5832,113,15,238988
18,5832,113,16,26320
18,5832,113,17,58202
18,5832,113,18,5036
18,5832,113,19,48224
18,5832,113,20,59577
18,5832,113,21,162540
18,5832,113,22,4117
18,5832,113,23,328146
18,5832,113,24,90485
18,5832,113,25,58965
18,5832,113,26,85939
18,5832,113,27,76994
18,5832,113,28,308293
18,5832,113,29,53872
18,5832,113,30,161802
18,5832,113,31,48825
18,5832,113,32,75723
18,5832,113,33,104523
18,5832,113,34,6776
18,5832,113,35,94787
18,5832,113,36,35680
18,5832,113,37,178163
18,5832,113,38,21380
18,5832,113,39,53339
18,5832,113,40,61361
18,5832,113,41,106254
18,5832,113,42,19636
18,5832,113,43,118183
18,5832,113,44,65124
18,5832,113,45,8327
18,5832,113,46,7680
18,5832,113,47,351749
18,5832,113,48,23727
18,5832,113,49,150983
